label,name,alias,time_text,content,intro,org_type,doc_type,found_time_text,pub_time_text,modern_name,source,checked
Document,1956年到1967年全国农业发展纲要(草案),,,,中央政治局提出《1956年到1967年全国农业发展纲要(草案)》,,著作,,1956年1月23日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,1978-1985年全国科学技术发展规划纲要(草案),,,,全国科学大会召开,,著作,,1978年3月18日-31日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,2004—2010年全国红色旅游发展规划纲要,,,,中共中央办公厅、国务院办公厅颁布关于印发《2004—2010年全国红色旅游发展规划纲要》的通知,,决议,,2004年12月19日,,https://www.dswxyjy.org.cn/GB/434461/434473/434997/index.html,0
Document,2010-2020年深化干部人事制度改革规划纲要,,,,中共中央办公厅印发《深化干部人事制度改革纲要》,,决议,,2000年6月23日,,https://www.dswxyjy.org.cn/GB/434461/434467/434688/index.html,0
Document,“七大”工作方针,,,,1939年4月21日 中共中央书记处发出关于发展华中武装力量的指示,,著作,,1938年4月21日,,https://www.dswxyjy.org.cn/GB/434461/434465/434747/index.html,0
Document,“三个代表”重要思想学习纲要,,,,由中央宣传部组织编写的《“三个代表”重要思想学习纲要》出版发行,,决议,,2003年6月10日,,https://www.dswxyjy.org.cn/GB/434461/434467/434675/index.html,0
Document,“三讲”教育是加强党的建设的新探索,,,,江泽民在纪念中国共产党成立七十八周年座谈会上的讲话中提出，“三讲”教育是加强党的建设的新探索,,著作,,1999年6月28日,,https://www.dswxyjy.org.cn/GB/434461/434467/434693/index.html,0
Document,“九五”期间军队建设计划纲要,,,,中央军委扩大会议通过《“九五”期间军队建设计划纲要》，提出实施科技强军战略,,决议,,1995年12月,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,“健康中国2030”规划纲要,,,,全国卫生与健康大会召开,,决议,,2016年8月19日-20日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,〈共产党人〉发刊词,,,,毛泽东发表《〈共产党人〉发刊词》，指出统一战线、武装斗争、党的建设是中国共产党在中国革命中战胜敌人的三个法宝，并把党的建设称为“伟大的工程”,,著作,,1939年10月4日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,〈内地与澳门关于建立更紧密经贸关系的安排〉服务贸易协议,,,,28日　《〈内地与香港关于建立更紧密经贸关系的安排〉服务贸易协议》、《〈内地与澳门关于建立更紧密经贸关系的安排〉服务贸易协议》分别签署，内地与香港、澳门服务贸易自由化基本实现,,著作,,2015年11月27日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,〈内地与香港关于建立更紧密经贸关系的安排〉服务贸易协议,,,,28日　《〈内地与香港关于建立更紧密经贸关系的安排〉服务贸易协议》、《〈内地与澳门关于建立更紧密经贸关系的安排〉服务贸易协议》分别签署，内地与香港、澳门服务贸易自由化基本实现,,著作,,2015年11月27日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,〈政治周报〉发刊理由,,,,毛泽东主编《政治周报》并发表题为《〈政治周报〉发刊理由》的发刊词，强调用革命工作的事实对敌人的宣传进行反攻,,著作,,1925年12月5日,,https://www.dswxyjy.org.cn/GB/434461/434473/434983/index.html,0
Document,一个极其重要的政策,,,,《解放日报》发表毛泽东写的社论《一个极其重要的政策》，阐述实行精兵简政政策的必要性和重要性,,著作,,1942年9月7日,,https://www.dswxyjy.org.cn/GB/434461/434470/434580/index.html,0
Document,一九五六年到一九六七年全国农业发展纲要(修正草案),,,,《人民日报》根据刘少奇3月22日在长沙市中学生代表座谈会上的讲话精神，发表题为《关于中小学毕业生参加农业生产问题》的社论,,著作,,1957年4月8日,,https://www.dswxyjy.org.cn/GB/434461/434465/434734/index.html,0
Document,一九五六年到一九六七年全国农业发展纲要(草案),,,,毛泽东在杭州主持召开部分省、市委书记会议，讨论修改农业十七条，把它扩充为四十条，形成《一九五六年到一九六七年全国农业发展纲要(草案)》,,著作,,1956年1月5日—9日,,https://www.dswxyjy.org.cn/GB/434461/434462/434822/index.html,0
Document,一九四五年的任务,,,,毛泽东在陕甘宁边区第二届第二次参议会上作题为《一九四五年的任务》的演说,,著作,,1944年12月15日,,https://www.dswxyjy.org.cn/GB/434461/434473/434993/index.html,0
Document,一份省委文件的诞生,,,,《人民日报》以《一份省委文件的诞生》为题，报道了安徽省落实农村经济政策的经验,,著作,,1978年2月3日,,https://www.dswxyjy.org.cn/GB/434461/434463/434791/index.html,0
Document,一切从社会主义初级阶段的实际出发,,,,邓小平会见意大利共产党领导人约蒂和赞盖里时，就社会主义初级阶段问题指出：十三大要阐述中国社会主义是处在一个什么阶段，就是处在初级阶段，是初级阶段的社会主义,,著作,,1987年8月29日,,https://www.dswxyjy.org.cn/GB/434461/434469/434632/index.html,0
Document,一靠理想二靠纪律才能团结起来,,,,在讲到加强理想和纪律教育时指出：我们在建设具有中国特色的社会主义社会时，一定要坚持发展物质文明和精神文明，坚持五讲四美三热爱，教育全国人民做到有理想、有道德、有文化、有纪律,,著作,,1985年3月7日,,https://www.dswxyjy.org.cn/GB/434461/434464/434764/index.html,0
Document,七七宣言,,,,毛泽东为中共中央起草《关于目前形势与党的任务的决定》,,宣言,,1939年10月10日,,https://www.dswxyjy.org.cn/GB/434461/434471/434552/index.html,0
Document,三中全会以来重要文献选编,,,,中共中央批转下发的《广东、福建两省座谈会纪要》指出：党的对外实行开放和对内搞活经济的政策，是我们党根据社会主义现代化建设需要和国际形势所采取的坚定不移的政策,,著作,,1982年3月1日,,https://www.dswxyjy.org.cn/GB/434461/434464/434758/index.html,0
Document,三告台湾同胞书,,,,此后，他还于十一月起草了准备以彭德怀名义发表的《三告台湾同胞书》稿,,著作,,1958年10月6日,,https://www.dswxyjy.org.cn/GB/434461/434471/434548/index.html,0
Document,上海合作组织反极端主义公约,,,,习近平出席上海合作组织成员国元首理事会第十七次会议并发表讲话，强调上海合作组织成员国要强化命运共同体意识，巩固团结协作，携手应对挑战，深化务实合作，拉紧人文纽带，坚持开放包容，携手创造本组织更加光明的未来,,著作,,2017年6月9日,,https://www.dswxyjy.org.cn/GB/434461/434467/434674/index.html,0
Document,上海合作组织成员国长期睦邻友好合作条约,,,,习近平出席上海合作组织成员国元首理事会第十七次会议并发表讲话，强调上海合作组织成员国要强化命运共同体意识，巩固团结协作，携手应对挑战，深化务实合作，拉紧人文纽带，坚持开放包容，携手创造本组织更加光明的未来,,著作,,2017年6月9日,,https://www.dswxyjy.org.cn/GB/434461/434467/434674/index.html,0
Document,上海合作组织成立宣言,,,,中国、俄罗斯、哈萨克斯坦、吉尔吉斯斯坦、塔吉克斯坦、乌兹别克斯坦六国元首共同签署《上海合作组织成立宣言》，在中国、俄罗斯、哈萨克斯坦、吉尔吉斯斯坦、塔吉克斯坦五国元首会晤机制基础上正式建立上海合作组织，并将以互信、互利、平等、协商、尊重多样文明、谋求共同发展为基本内容的“上海精神”写入成立宣言,,宣言,,2001年6月15日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,上海市开展冬季爱国卫生运动的情况,,,,毛泽东为中共中央起草《关于在全国开展以除四害为中心的爱国卫生运动的通知》,,著作,,1958年1月3日,,https://www.dswxyjy.org.cn/GB/434461/434462/434820/index.html,0
Document,不失时机地实施西部大开发战略,,,,江泽民在西安主持召开西北地区国有企业改革和发展座谈会，在讲话中强调，要不失时机地实施西部大开发战略,,著作,,1999年6月17日,,https://www.dswxyjy.org.cn/GB/434461/434467/434682/index.html,0
Document,不断推进教育创新,,,,江泽民在庆祝北京师范大学建校一百周年大会上的讲话中强调：必须不断推进教育创新,,著作,,2002年9月8日,,https://www.dswxyjy.org.cn/GB/434461/434470/434581/index.html,0
Document,不断根据实践的要求进行创新,,,,他谈到公有制经济的作用指出：任何一个政权，都必须掌握一定的经济和物质力量，都需要有与之相适应的经济基础来提供这种经济和物质力量，否则便不能存在和发生作用,,著作,,2000年6月20日,,https://www.dswxyjy.org.cn/GB/434461/434467/434685/index.html,0
Document,不要四面出击,,,,中共七届三中全会召开,,著作,,1950年6月6日-9日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,东北地区振兴规划,,,,国务院批复国家发改委、国务院振兴东北办编制的《东北地区振兴规划》，要求东北地区，深化体制改革，建立和完善现代企业制度与产权制度，推进国有经济战略性调整，积极培育和发展非公有制经济，扩大对内对外开放，增强发展活力,,著作,,2007年8月2日,,https://www.dswxyjy.org.cn/GB/434461/434469/434605/index.html,0
Document,东北抗日联军统一军队建制宣言,,,,东北抗日联军将领赵尚志英勇就义,,宣言,,1942年2月12日,,https://www.dswxyjy.org.cn/GB/434461/434463/434800/index.html,0
Document,丝绸之路经济带和21世纪海上丝绸之路建设战略规划,,,,中共中央、国务院印发《丝绸之路经济带和21世纪海上丝绸之路建设战略规划》,,著作,,2014年12月2日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,两三年内完全学会经济工作,,,,毛泽东在《政治周报》第四期发表《国民党右派分离的原因及其对于革命前途的影响》一文,,著作,,1926年1月10日,,https://www.dswxyjy.org.cn/GB/434461/434462/434827/index.html,0
Document,两岸和平发展共同愿景,,,,中共中央总书记胡锦涛在北京同中国国民党主席连战举行正式会谈,,著作,,2005年4月29日,,https://www.dswxyjy.org.cn/GB/434461/434465/434755/index.html,0
Document,中俄睦邻友好合作条约,,,,中国共产党第六次全国代表大会会址常设展览馆建成仪式在俄罗斯莫斯科举行,,著作,,2016年7月4日,,https://www.dswxyjy.org.cn/GB/434461/434468/434638/index.html,0
Document,中共中央为公布国共合作宣言,,,,《中共中央为公布国共合作宣言》由国民党中央通讯社发表,,宣言,,1937年9月22日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中共中央为抗战两周年纪念对时局宣言,,,,《中共中央为抗战两周年纪念对时局宣言》发表，提出坚持抗战、反对投降，坚持团结、反对分裂，坚持进步、反对倒退三大政治口号,,宣言,,1939年7月7日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中共中央为抗战六周年纪念宣言,,,,《解放日报》发表毛泽东起草的《中共中央为抗战六周年纪念宣言》,,宣言,,1943年7月2日,,https://www.dswxyjy.org.cn/GB/434461/434468/434636/index.html,0
Document,中共中央关于全面深化改革若干重大问题的决定,,,,布里廖夫：中共十八届三中全会通过了《中共中央关于全面深化改革若干重大问题的决定》，您本人担任全面深化改革领导小组组长,,决议,,2014年2月7日,,https://www.dswxyjy.org.cn/GB/434461/434463/434795/index.html,0
Document,中共中央关于加强党同人民群众联系的决定,,,,中共十三届六中全会在北京召开,,决议,,1990年3月9日-12日,,https://www.dswxyjy.org.cn/GB/434461/434464/434766/index.html,0
Document,中共中央关于城市工作的指示,,,,中共六届七中全会全体会议讨论和通过毛泽东起草的《中共中央关于城市工作的指示》,,著作,,1944年6月5日,,https://www.dswxyjy.org.cn/GB/434461/434467/434670/index.html,0
Document,中共中央关于实现党校教育正规化的决定,,,,第二次全国党校工作会议在北京举行,,决议,,1983年2月22日-3月2日,,https://www.dswxyjy.org.cn/GB/434461/434463/434810/index.html,0
Document,中共中央关于暂时放弃延安和保卫陕甘宁边区的两个文件,,,,毛泽东为中共中央起草关于暂时放弃延安和保卫陕甘宁边区的通知,,著作,,1947年4月9日,,https://www.dswxyjy.org.cn/GB/434461/434465/434735/index.html,0
Document,中共中央关于目前形势与党的任务的决定,,,,中共中央在陕北洛川召开政治局扩大会议(洛川会议),,决议,,1937年8月22日-25日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中共中央关于统一抗日根据地党的领导及调整各组织间关系的决定,,,,毛泽东出席中共中央政治局会议,,决议,,1942年8月29日,,https://www.dswxyjy.org.cn/GB/434461/434469/434632/index.html,0
Document,中共中央关于面向二十一世纪加强和改进党校工作的决定,,,,中共中央作出《中共中央关于面向二十一世纪加强和改进党校工作的决定》,,决议,,2000年6月5日,,https://www.dswxyjy.org.cn/GB/434461/434467/434670/index.html,0
Document,中共中央关于领导方法的决定,,,,毛泽东主持召开中共中央政治局会议，讨论通过由他起草的《中共中央关于领导方法的决定》,,决议,,1943年6月1日,,https://www.dswxyjy.org.cn/GB/434461/434467/434666/index.html,0
Document,中共中央政治局关于加强和维护党中央集中统一领导的若干规定,,,,中央政治局会议审议通过《中共中央政治局关于加强和维护党中央集中统一领导的若干规定》，指出，中央政治局要带头树立“四个意识”，严格遵守党章和党内政治生活准则，全面落实党的十九大关于加强和维护党中央集中统一领导的各项要求，自觉在以习近平同志为核心的党中央集中统一领导下履行职责、开展工作，坚决维护习近平总书记作为党中央的核心、全党的核心地位,,章程,,2017年10月27日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中共中央政治局扩大会议决议要点,,,,中共中央向党内通报《中共中央政治局扩大会议决议要点》,,著作,,1951年2月18日,,https://www.dswxyjy.org.cn/GB/434461/434463/434806/index.html,0
Document,中共发言人评南京行政院的决议,,,,毛泽东以中共发言人名义发表对南京行政院的决议的评论,,决议,,1949年1月21日,,https://www.dswxyjy.org.cn/GB/434461/434462/434838/index.html,0
Document,中共四中全会决议案,,,,根据共产国际的指示，中共六届四中全会在上海召开,,著作,,1931年1月7日,,https://www.dswxyjy.org.cn/GB/434461/434462/434824/index.html,0
Document,中华人民共和国专属经济区和大陆架法,,,,九届全国人大常委会第三次会议通过《中华人民共和国专属经济区和大陆架法》,,决议,,1998年6月26日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国中外合作经营企业法,,,,七届全国人大一次会议举行,,决议,,1988年3月25日-4月13日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国中外合资经营企业法,,,,五届全国人大二次会议通过《关于修正〈中华人民共和国宪法〉若干规定的决议》和《中华人民共和国刑法》、《中华人民共和国刑事诉讼法》、《中华人民共和国中外合资经营企业法》等七部法律,,决议,,1979年7月1日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国中央人民政府组织法,,,,中国人民政治协商会议第一届全体会议在北平举行,,决议,,1949年9月21日-30日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国中央人民政府组织法(草案),,,,周恩来主持新政协筹备会第二次全体会议,,著作,,1949年9月17日,,https://www.dswxyjy.org.cn/GB/434461/434470/434590/index.html,0
Document,中华人民共和国主席特赦令,,,,刘少奇签署发布《中华人民共和国主席特赦令》，首批特赦已改恶从善的蒋介石集团和伪满洲国的战争罪犯等,,著作,,1959年9月17日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国义务教育法,,,,六届全国人大四次会议通过《中华人民共和国民法通则》、《中华人民共和国义务教育法》和《中华人民共和国外资企业法》,,决议,,1986年4月12日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国乡村振兴促进法,,,,十三届全国人大常委会第二十八次会议通过《中华人民共和国乡村振兴促进法》,,决议,,2021年4月29日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国乡镇企业法,,,,八届全国人大常委会第二十二次会议通过《中华人民共和国乡镇企业法》,,决议,,1996年10月29日,,https://www.dswxyjy.org.cn/GB/434461/434471/434571/index.html,0
Document,中华人民共和国人口与计划生育法,,,,中共中央、国务院印发《关于调整完善生育政策的意见》，提出单独两孩的政策,,决议,,2013年12月21日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国企业所得税法,,,,十届全国人大五次会议通过《中华人民共和国物权法》和《中华人民共和国企业所得税法》,,决议,,2007年3月16日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国保险法,,,,十一届全国人大常委会第七次会议通过《中华人民共和国食品安全法》、《中华人民共和国保险法》和《中华人民共和国刑法修正案》,,决议,,2009年2月28日,,https://www.dswxyjy.org.cn/GB/434461/434463/434816/index.html,0
Document,中华人民共和国全国人民代表大会及地方各级人民代表大会选举法,,,,《中华人民共和国全国人民代表大会及地方各级人民代表大会选举法》公布施行,,决议,,1953年3月1日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国全国人民代表大会和地方各级人民代表大会选举法,,,,第五届全国人大常委会第十三次会议在北京召开,,决议,,1980年2月5日-12日,,https://www.dswxyjy.org.cn/GB/434461/434463/434793/index.html,0
Document,中华人民共和国公共文化服务保障法,,,,十二届全国人大常委会第二十五次会议通过《中华人民共和国公共文化服务保障法》,,决议,,2016年12月25日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国公务员法,,,,十届全国人大常委会第十五次会议通过《中华人民共和国公务员法》,,决议,,2005年4月27日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国兵役法,,,,一届全国人大二次会议通过《中华人民共和国兵役法》,,决议,,1955年7月30日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国兵役法(草案),,,,全国人大常委会讨论并修正了《中华人民共和国兵役法(草案)》,,著作,,1955年2月7日,,https://www.dswxyjy.org.cn/GB/434461/434463/434795/index.html,0
Document,中华人民共和国农业法,,,,八届全国人大常委会第二次会议通过《中华人民共和国科学技术进步法》《中华人民共和国农业法》,,决议,,1993年7月2日,,https://www.dswxyjy.org.cn/GB/434461/434468/434636/index.html,0
Document,中华人民共和国农业税条例,,,,十届全国人大常委会第十九次会议决定，自2006年1月1日起废止《中华人民共和国农业税条例》,,章程,,2005年12月29日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国农村土地承包法,,,,九届全国人大常委会第二十九次会议通过《中华人民共和国农村土地承包法》,,决议,,2002年8月29日,,https://www.dswxyjy.org.cn/GB/434461/434469/434632/index.html,0
Document,中华人民共和国刑事诉讼法,,,,五届全国人大二次会议通过《关于修正〈中华人民共和国宪法〉若干规定的决议》和《中华人民共和国刑法》、《中华人民共和国刑事诉讼法》、《中华人民共和国中外合资经营企业法》等七部法律,,决议,,1979年7月1日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国刑法,,,,五届全国人大二次会议通过《关于修正〈中华人民共和国宪法〉若干规定的决议》和《中华人民共和国刑法》、《中华人民共和国刑事诉讼法》、《中华人民共和国中外合资经营企业法》等七部法律,,决议,,1979年7月1日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国刑法修正案,,,,十一届全国人大常委会第七次会议通过《中华人民共和国食品安全法》、《中华人民共和国保险法》和《中华人民共和国刑法修正案》,,著作,,2009年2月28日,,https://www.dswxyjy.org.cn/GB/434461/434463/434816/index.html,0
Document,中华人民共和国劳动合同法,,,,十届全国人大常委会第二十八次会议通过《中华人民共和国劳动合同法》,,决议,,2007年6月29日,,https://www.dswxyjy.org.cn/GB/434461/434467/434694/index.html,0
Document,中华人民共和国劳动法,,,,八届全国人大常委会第八次会议通过《中华人民共和国劳动法》,,决议,,1994年7月5日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国反垄断法,,,,十届全国人大常委会第二十九次会议通过《中华人民共和国反垄断法》和《中华人民共和国就业促进法》,,决议,,2007年8月30日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国各级人民代表大会常务委员会监督法,,,,十届全国人大常委会第二十三次会议通过《中华人民共和国各级人民代表大会常务委员会监督法》,,决议,,2006年8月27日,,https://www.dswxyjy.org.cn/GB/434461/434469/434630/index.html,0
Document,中华人民共和国和缅甸联邦之间的友好和互不侵犯条约,,,,中缅两国签订《中华人民共和国政府和缅甸联邦政府关于两国边界问题的协定》、《中华人民共和国和缅甸联邦之间的友好和互不侵犯条约》,,著作,,1960年1月28日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国和缅甸联邦边界条约,,,,中缅两国签订《中华人民共和国政府和缅甸联邦政府关于两国边界问题的协定》、《中华人民共和国和缅甸联邦之间的友好和互不侵犯条约》,,著作,,1960年1月28日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国国家安全法,,,,十二届全国人大常委会第十五次会议通过《中华人民共和国国家安全法》,,决议,,2015年7月1日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国国民经济和社会发展十年规划和第八个五年计划纲要,,,,毛泽东为新华社撰写《将革命进行到底》的新年献词,,决议,,1948年12月30日,,https://www.dswxyjy.org.cn/GB/434461/434473/435008/index.html,0
Document,中华人民共和国国防法,,,,八届全国人大五次会议通过《中华人民共和国国防法》等,,决议,,1997年3月14日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国土地改革法,,,,《中华人民共和国土地改革法》公布施行,,决议,,1950年6月30日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国土地改革法(草案),,,,刘少奇作《关于土地改革问题的报告》，对《中华人民共和国土地改革法(草案)》和土地改革中若干应该注意的事项，进行具体说明,,著作,,1944年6月14日,,https://www.dswxyjy.org.cn/GB/434461/434467/434679/index.html,0
Document,中华人民共和国城市居民委员会组织法,,,,七届全国人大常委会第十一次会议通过《中华人民共和国城市居民委员会组织法》,,决议,,1989年12月26日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国外商投资法,,,,十三届全国人大二次会议通过《中华人民共和国外商投资法》,,决议,,2019年3月15日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国外商投资法实施条例,,,,十三届全国人大二次会议通过《中华人民共和国外商投资法》,,章程,,2019年3月15日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国外资企业法,,,,六届全国人大四次会议通过《中华人民共和国民法通则》、《中华人民共和国义务教育法》和《中华人民共和国外资企业法》,,决议,,1986年4月12日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国婚姻法,,,,中央人民政府委员会召开第七次会议，通过了《中华人民共和国婚姻法》，废除包办强迫、男尊女卑、漠视子女利益的封建婚姻制度，实行男女婚姻自由、保护妇女和子女的合法利益的新婚姻制度,,决议,,1950年4月13日,,https://www.dswxyjy.org.cn/GB/434461/434465/434739/index.html,0
Document,中华人民共和国宪法,,,,一届全国人大一次会议举行,,决议,,1954年9月15日-28日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国宪法(草案),,,,毛泽东出席中央人民政府委员会第三十次会议并讲话，进一步阐释《中华人民共和国宪法(草案)》,,著作,,1954年6月14日,,https://www.dswxyjy.org.cn/GB/434461/434467/434679/index.html,0
Document,中华人民共和国宪法修正案,,,,八届全国人大一次会议举行,,著作,,1993年3月15日-31日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国宪法草案,,,,中华人民共和国宪法起草委员会举行第一次会议,,著作,,1954年3月23日,,https://www.dswxyjy.org.cn/GB/434461/434464/434780/index.html,0
Document,中华人民共和国宪法草案(初稿),,,,中华人民共和国宪法起草委员会举行第一次会议,,著作,,1954年3月23日,,https://www.dswxyjy.org.cn/GB/434461/434464/434780/index.html,0
Document,中华人民共和国就业促进法,,,,十届全国人大常委会第二十九次会议通过《中华人民共和国反垄断法》和《中华人民共和国就业促进法》,,决议,,2007年8月30日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国工会法,,,,《中华人民共和国工会法》公布施行,,决议,,1950年6月29日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国工会章程,,,,中国工会第七次全国代表大会在北京举行,,章程,,1953年5月2日-11日,,https://www.dswxyjy.org.cn/GB/434461/434466/434697/index.html,0
Document,中华人民共和国市场主体登记管理条例,,,,国务院常务会议通过《中华人民共和国市场主体登记管理条例》,,章程,,2021年4月14日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国广东省经济特区条例,,,,五届全国人大常委会第十五次会议决定，同意在广东省深圳、珠海、汕头和福建省厦门设置经济特区，批准了《中华人民共和国广东省经济特区条例》，决定设立国家能源委员会，通过了《中华人民共和国律师暂行条例》,,章程,,1980年8月26日,,https://www.dswxyjy.org.cn/GB/434461/434469/434629/index.html,0
Document,中华人民共和国律师暂行条例,,,,五届全国人大常委会第十五次会议决定，同意在广东省深圳、珠海、汕头和福建省厦门设置经济特区，批准了《中华人民共和国广东省经济特区条例》，决定设立国家能源委员会，通过了《中华人民共和国律师暂行条例》,,章程,,1980年8月26日,,https://www.dswxyjy.org.cn/GB/434461/434469/434629/index.html,0
Document,中华人民共和国循环经济促进法,,,,十一届全国人大常委会第四次会议通过《中华人民共和国循环经济促进法》,,决议,,2008年8月29日,,https://www.dswxyjy.org.cn/GB/434461/434469/434632/index.html,0
Document,中华人民共和国惩治反革命条例,,,,中华苏维埃人民共和国中央政府发出《通电》,,章程,,1936年2月21日,,https://www.dswxyjy.org.cn/GB/434461/434463/434809/index.html,0
Document,中华人民共和国惩治贪污条例,,,,《中华人民共和国惩治贪污条例》公布施行,,章程,,1952年4月21日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国户口登记条例,,,,《中华人民共和国户口登记条例》公布施行,,章程,,1958年1月9日,,https://www.dswxyjy.org.cn/GB/434461/434462/434826/index.html,0
Document,中华人民共和国政府关于在南海的领土主权和海洋权益的声明,,,,中国发表《中华人民共和国政府关于在南海的领土主权和海洋权益的声明》,,宣言,,2016年7月12日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国政府关于领海的声明,,,,中国政府发布《中华人民共和国政府关于领海的声明》,,宣言,,1958年9月4日,,https://www.dswxyjy.org.cn/GB/434461/434470/434577/index.html,0
Document,中华人民共和国政府和大不列颠及北爱尔兰联合王国政府关于香港问题的联合声明,,,,中英两国政府在北京正式签署《中华人民共和国政府和大不列颠及北爱尔兰联合王国政府关于香港问题的联合声明》，中国政府声明决定于1997年7月1日对香港恢复行使主权,,宣言,,1984年12月19日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国政府和缅甸联邦政府关于两国边界问题的协定,,,,中缅两国签订《中华人民共和国政府和缅甸联邦政府关于两国边界问题的协定》、《中华人民共和国和缅甸联邦之间的友好和互不侵犯条约》,,著作,,1960年1月28日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国政府和葡萄牙共和国政府关于澳门问题的联合声明,,,,中葡两国政府在北京正式签署《中华人民共和国政府和葡萄牙共和国政府关于澳门问题的联合声明》，确认中国政府于1999年12月20日对澳门恢复行使主权,,宣言,,1987年4月13日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国教育法,,,,八届全国人大三次会议通过《中华人民共和国教育法》,,决议,,1995年3月18日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
Document,中华人民共和国暂行海关法,,,,中央人民政府发布《关于关税政策和海关工作的决定》，随后又公布《中华人民共和国暂行海关法》和新的海关税则，并由国家管制对外贸易，实行进出口许可证制度,,决议,,1950年1月27日,,https://www.dswxyjy.org.cn/GB/434461/434462/434844/index.html,0
Document,中华人民共和国村民委员会组织法,,,,六届全国人大常委会第二十三次会议通过《中华人民共和国村民委员会组织法(试行)》,,决议,,1987年11月24日,,http://cpc.people.com.cn/n1/2021/0628/c64387-32142446.html,0
